log_id,withdrawal_date,amount_drawn,worker_id,item_code
3000606,2024-09-08,5,10127,ITM-1014
3000607,2024-03-30,3,10449,ITM-1036
3000608,2025-12-12,5,10052,ITM-1006
3000609,2025-07-14,3,10348,ITM-1046
3000610,2025-03-08,1,10040,ITM-1030
3000611,2025-02-22,1,10348,ITM-1090
3000612,2024-11-23,2,10344,ITM-1024
3000613,2025-01-08,3,10295,ITM-1093
3000614,2025-04-22,4,10468,ITM-1029
3000615,2025-02-10,5,10212,ITM-1027
3000616,2024-04-03,1,10053,ITM-1058
3000617,2024-09-07,3,10099,ITM-1106
3000618,2025-06-19,2,10065,ITM-1045
3000619,2025-07-12,4,10443,ITM-1033
3000620,2025-07-13,4,10396,ITM-1072
3000621,2025-02-07,1,10011,ITM-1063
3000622,2025-01-23,5,10319,ITM-1014
3000623,2024-09-20,5,10061,ITM-1082
3000624,2025-04-05,3,10269,ITM-1104
3000625,2024-05-20,1,10132,ITM-1088
3000626,2024-12-06,2,10130,ITM-1083
3000627,2025-09-21,1,10461,ITM-1055
3000628,2024-11-22,2,10505,ITM-1002
3000629,2025-10-15,5,10495,ITM-1078
3000630,2025-02-02,2,10288,ITM-1006
3000631,2025-12-27,3,10212,ITM-1034
3000632,2024-05-22,2,10431,ITM-1088
3000633,2025-07-20,4,10400,ITM-1098
3000634,2024-08-28,1,10232,ITM-1077
3000635,2024-06-09,1,10485,ITM-1012
3000636,2025-11-20,2,10222,ITM-1072
3000637,2024-11-18,4,10256,ITM-1021
3000638,2024-10-10,1,10370,ITM-1095
3000639,2024-07-17,1,10433,ITM-1101
3000640,2025-12-29,4,10057,ITM-1001
3000641,2025-10-30,2,10026,ITM-1047
3000642,2025-03-12,4,10461,ITM-1087
3000643,2025-07-23,4,10394,ITM-1055
3000644,2025-10-19,2,10283,ITM-1099
3000645,2025-02-15,2,10508,ITM-1023
3000646,2026-02-21,4,10332,ITM-1088
3000647,2026-02-10,3,10397,ITM-1078
3000648,2026-01-21,5,10231,ITM-1009
3000649,2024-06-14,4,10263,ITM-1088
3000650,2025-06-22,3,10369,ITM-1095
3000651,2025-01-01,5,10190,ITM-1040
3000652,2025-11-01,4,10439,ITM-1087
3000653,2024-04-08,4,10195,ITM-1108
3000654,2024-06-15,3,10316,ITM-1043
3000655,2025-04-23,1,10128,ITM-1034
3000656,2024-10-26,1,10479,ITM-1050
3000657,2025-07-29,3,10110,ITM-1013
3000658,2025-05-28,5,10079,ITM-1070
3000659,2025-09-10,3,10442,ITM-1033
3000660,2025-03-07,2,10131,ITM-1100
3000661,2024-09-24,3,10316,ITM-1006
3000662,2026-03-03,1,10205,ITM-1010
3000663,2024-10-29,5,10261,ITM-1039
3000664,2025-10-19,4,10013,ITM-1025
3000665,2025-12-05,1,10341,ITM-1075
3000666,2024-11-11,2,10159,ITM-1055
3000667,2025-10-30,4,10252,ITM-1075
3000668,2024-06-11,1,10190,ITM-1035
3000669,2024-08-16,4,10320,ITM-1064
3000670,2024-11-17,4,10507,ITM-1079
3000671,2024-07-25,4,10303,ITM-1019
3000672,2025-05-21,5,10387,ITM-1001
3000673,2025-05-04,5,10046,ITM-1091
3000674,2026-02-03,1,10194,ITM-1053
3000675,2024-09-06,4,10086,ITM-1036
3000676,2025-01-31,1,10219,ITM-1017
3000677,2025-09-08,2,10242,ITM-1063
3000678,2024-09-24,4,10298,ITM-1102
3000679,2024-11-09,4,10088,ITM-1006
3000680,2024-05-23,2,10137,ITM-1023
3000681,2025-07-16,1,10454,ITM-1097
3000682,2024-09-02,4,10119,ITM-1007
3000683,2025-09-25,5,10290,ITM-1080
3000684,2024-09-09,1,10039,ITM-1032
3000685,2024-12-23,1,10379,ITM-1067
3000686,2024-10-19,1,10147,ITM-1047
3000687,2026-01-29,5,10057,ITM-1007
3000688,2024-07-12,5,10078,ITM-1091
3000689,2024-11-20,5,10251,ITM-1045
3000690,2024-08-04,5,10305,ITM-1022
3000691,2025-07-12,1,10335,ITM-1028
3000692,2025-01-03,3,10276,ITM-1002
3000693,2025-11-28,2,10023,ITM-1104
3000694,2025-04-08,2,10052,ITM-1002
3000695,2026-02-05,1,10177,ITM-1058
3000696,2025-03-14,1,10437,ITM-1015
3000697,2024-09-10,2,10105,ITM-1048
3000698,2025-02-06,1,10139,ITM-1047
3000699,2025-08-01,5,10173,ITM-1067
3000700,2024-12-20,2,10293,ITM-1074
3000701,2024-08-01,1,10311,ITM-1011
3000702,2024-09-02,4,10374,ITM-1080
3000703,2024-12-18,5,10198,ITM-1104
3000704,2026-02-03,4,10324,ITM-1048
3000705,2024-06-05,1,10297,ITM-1075
3000706,2025-05-24,1,10255,ITM-1072
3000707,2025-08-13,1,10285,ITM-1068
3000708,2025-03-25,4,10387,ITM-1100
3000709,2025-04-28,5,10207,ITM-1031
3000710,2025-10-17,3,10485,ITM-1043
3000711,2025-07-10,5,10402,ITM-1024
3000712,2025-01-21,5,10051,ITM-1106
3000713,2025-12-26,4,10239,ITM-1081
3000714,2025-12-07,3,10313,ITM-1026
3000715,2024-12-23,5,10222,ITM-1033
3000716,2025-09-22,5,10250,ITM-1074
3000717,2024-10-21,4,10092,ITM-1096
3000718,2024-06-03,4,10101,ITM-1078
3000719,2026-02-25,5,10247,ITM-1039
3000720,2024-11-01,2,10075,ITM-1022
3000721,2025-08-02,4,10376,ITM-1098
3000722,2025-03-23,4,10184,ITM-1057
3000723,2025-07-27,2,10371,ITM-1028
3000724,2024-05-02,3,10480,ITM-1062
3000725,2024-06-23,1,10474,ITM-1033
3000726,2025-04-26,1,10433,ITM-1003
3000727,2026-03-05,4,10112,ITM-1098
3000728,2024-03-30,1,10060,ITM-1063
3000729,2025-11-05,3,10336,ITM-1062
3000730,2024-11-13,5,10053,ITM-1079
3000731,2025-10-29,5,10365,ITM-1071
3000732,2024-07-02,4,10297,ITM-1051
3000733,2024-05-22,1,10498,ITM-1084
3000734,2025-09-12,1,10110,ITM-1079
3000735,2026-01-13,2,10453,ITM-1059
3000736,2024-12-22,4,10343,ITM-1025
3000737,2025-04-11,3,10215,ITM-1034
3000738,2024-06-09,2,10086,ITM-1086
3000739,2025-01-23,4,10161,ITM-1075
3000740,2025-02-17,3,10168,ITM-1048
3000741,2025-07-27,5,10309,ITM-1080
3000742,2024-11-02,3,10393,ITM-1058
3000743,2024-04-07,5,10308,ITM-1060
3000744,2025-09-02,5,10036,ITM-1098
3000745,2025-01-25,3,10009,ITM-1096
3000746,2024-11-26,2,10076,ITM-1097
3000747,2024-05-17,2,10106,ITM-1019
3000748,2024-07-09,1,10311,ITM-1059
3000749,2024-07-03,1,10383,ITM-1002
3000750,2025-02-18,5,10242,ITM-1102
3000751,2025-10-27,4,10263,ITM-1056
3000752,2024-05-05,3,10162,ITM-1007
3000753,2025-07-04,4,10278,ITM-1031
3000754,2024-04-26,3,10129,ITM-1100
3000755,2025-03-21,2,10365,ITM-1032
3000756,2025-01-09,3,10011,ITM-1031
3000757,2024-09-08,5,10415,ITM-1084
3000758,2024-06-11,5,10362,ITM-1044
3000759,2025-09-27,4,10228,ITM-1108
3000760,2025-01-06,5,10018,ITM-1008
3000761,2025-05-18,4,10219,ITM-1046
3000762,2025-12-26,2,10362,ITM-1091
3000763,2024-10-17,4,10485,ITM-1065
3000764,2024-11-03,1,10222,ITM-1044
3000765,2025-07-16,1,10003,ITM-1105
3000766,2025-09-17,3,10416,ITM-1054
3000767,2025-08-19,1,10469,ITM-1100
3000768,2026-02-12,3,10144,ITM-1066
3000769,2024-05-01,2,10121,ITM-1021
3000770,2026-03-04,1,10025,ITM-1031
3000771,2025-06-23,2,10447,ITM-1103
3000772,2024-12-29,2,10233,ITM-1029
3000773,2025-01-27,4,10056,ITM-1063
3000774,2024-04-15,2,10337,ITM-1074
3000775,2025-01-09,5,10136,ITM-1012
3000776,2026-02-20,2,10273,ITM-1049
3000777,2025-05-05,2,10362,ITM-1052
3000778,2024-09-26,1,10288,ITM-1098
3000779,2025-03-26,5,10438,ITM-1093
3000780,2025-08-09,1,10048,ITM-1007
3000781,2024-05-28,3,10382,ITM-1023
3000782,2025-12-27,4,10030,ITM-1051
3000783,2026-03-01,2,10353,ITM-1068
3000784,2025-10-21,4,10281,ITM-1075
3000785,2025-05-03,4,10375,ITM-1108
3000786,2024-07-22,2,10394,ITM-1058
3000787,2025-12-16,1,10220,ITM-1076
3000788,2025-02-13,3,10421,ITM-1013
3000789,2025-08-13,3,10289,ITM-1024
3000790,2024-11-25,4,10007,ITM-1058
3000791,2024-05-27,3,10462,ITM-1060
3000792,2024-08-20,1,10043,ITM-1026
3000793,2024-07-14,2,10002,ITM-1095
3000794,2024-11-03,5,10001,ITM-1036
3000795,2025-07-06,4,10154,ITM-1006
3000796,2024-10-15,2,10050,ITM-1003
3000797,2024-08-01,1,10205,ITM-1081
3000798,2025-09-13,3,10113,ITM-1019
3000799,2025-12-02,3,10387,ITM-1108
3000800,2024-07-18,4,10482,ITM-1080
3000801,2025-07-25,1,10214,ITM-1075
3000802,2024-10-09,4,10328,ITM-1046
3000803,2026-03-15,2,10349,ITM-1033
3000804,2024-05-15,1,10162,ITM-1071
3000805,2025-06-06,3,10048,ITM-1063
3000806,2024-05-26,5,10019,ITM-1020
3000807,2024-04-19,3,10236,ITM-1064
3000808,2024-04-17,4,10065,ITM-1021
3000809,2025-03-26,2,10476,ITM-1013
3000810,2025-05-02,5,10310,ITM-1022
3000811,2025-12-20,5,10469,ITM-1004
3000812,2025-06-13,3,10306,ITM-1035
3000813,2025-08-16,2,10373,ITM-1090
3000814,2025-04-03,4,10301,ITM-1094
3000815,2025-05-08,2,10445,ITM-1071
3000816,2025-05-24,4,10159,ITM-1017
3000817,2025-05-15,5,10016,ITM-1084
3000818,2024-11-18,3,10398,ITM-1069
3000819,2025-09-19,1,10434,ITM-1047
3000820,2025-03-12,2,10466,ITM-1099
3000821,2024-04-19,4,10161,ITM-1081
3000822,2024-08-16,2,10297,ITM-1066
3000823,2025-12-24,4,10274,ITM-1066
3000824,2025-08-27,2,10295,ITM-1078
3000825,2025-11-06,2,10436,ITM-1051
3000826,2025-09-10,4,10195,ITM-1032
3000827,2024-06-03,1,10037,ITM-1025
3000828,2025-06-18,2,10068,ITM-1075
3000829,2025-07-19,4,10204,ITM-1007
3000830,2025-02-23,3,10158,ITM-1048
3000831,2024-12-21,2,10290,ITM-1084
3000832,2026-01-22,5,10326,ITM-1040
3000833,2024-09-25,1,10394,ITM-1057
3000834,2024-12-25,3,10424,ITM-1065
3000835,2025-07-05,4,10312,ITM-1020
3000836,2024-07-16,5,10425,ITM-1022
3000837,2024-07-03,2,10069,ITM-1038
3000838,2025-10-29,1,10221,ITM-1035
3000839,2025-10-05,4,10202,ITM-1109
3000840,2024-11-25,5,10065,ITM-1001
3000841,2025-08-15,3,10168,ITM-1039
3000842,2024-09-18,4,10256,ITM-1108
3000843,2025-01-27,1,10016,ITM-1036
3000844,2024-04-30,5,10325,ITM-1089
3000845,2024-10-05,5,10194,ITM-1000
3000846,2025-02-13,2,10496,ITM-1109
3000847,2025-07-25,1,10024,ITM-1063
3000848,2025-02-26,2,10471,ITM-1083
3000849,2025-12-04,2,10092,ITM-1077
3000850,2025-06-23,4,10225,ITM-1064
3000851,2025-06-14,5,10407,ITM-1032
3000852,2024-12-31,1,10064,ITM-1100
3000853,2025-03-19,2,10122,ITM-1037
3000854,2025-10-02,5,10250,ITM-1059
3000855,2024-04-12,4,10323,ITM-1004
3000856,2025-12-03,4,10120,ITM-1097
3000857,2025-06-03,3,10456,ITM-1001
3000858,2025-03-23,1,10492,ITM-1043
3000859,2024-06-12,5,10188,ITM-1098
3000860,2025-05-15,4,10326,ITM-1095
3000861,2024-11-19,3,10106,ITM-1092
3000862,2024-07-03,5,10247,ITM-1038
3000863,2025-05-06,2,10473,ITM-1035
3000864,2024-10-09,2,10426,ITM-1092
3000865,2024-09-11,2,10028,ITM-1074
3000866,2025-12-01,3,10165,ITM-1039
3000867,2024-03-29,2,10440,ITM-1044
3000868,2024-06-27,5,10072,ITM-1068
3000869,2025-11-23,2,10257,ITM-1025
3000870,2025-06-17,5,10292,ITM-1097
3000871,2025-08-15,1,10104,ITM-1026
3000872,2025-06-15,2,10351,ITM-1108
3000873,2024-05-25,2,10330,ITM-1028
3000874,2024-08-13,2,10234,ITM-1056
3000875,2024-08-15,1,10480,ITM-1029
3000876,2025-05-28,3,10493,ITM-1047
3000877,2025-08-19,1,10349,ITM-1101
3000878,2026-02-09,5,10008,ITM-1044
3000879,2024-05-01,3,10320,ITM-1050
3000880,2025-02-28,3,10012,ITM-1092
3000881,2025-03-15,4,10363,ITM-1027
3000882,2025-07-08,1,10028,ITM-1086
3000883,2025-04-26,2,10113,ITM-1071
3000884,2024-08-14,1,10001,ITM-1013
3000885,2024-03-25,1,10371,ITM-1083
3000886,2024-09-17,1,10127,ITM-1034
3000887,2026-01-09,2,10214,ITM-1027
3000888,2024-05-04,2,10495,ITM-1055
3000889,2025-09-12,5,10376,ITM-1061
3000890,2025-04-01,2,10456,ITM-1077
3000891,2025-06-04,1,10165,ITM-1027
3000892,2026-02-20,2,10056,ITM-1105
3000893,2026-02-21,5,10159,ITM-1067
3000894,2025-07-24,3,10306,ITM-1044
3000895,2025-11-27,2,10318,ITM-1069
3000896,2025-12-02,2,10398,ITM-1043
3000897,2025-04-01,1,10082,ITM-1105
3000898,2025-10-21,5,10429,ITM-1032
3000899,2025-11-06,1,10110,ITM-1026
3000900,2024-09-16,5,10347,ITM-1064
3000901,2024-06-05,3,10318,ITM-1103
3000902,2025-04-15,3,10287,ITM-1056
3000903,2025-12-27,1,10407,ITM-1067
3000904,2024-11-25,2,10457,ITM-1073
3000905,2025-12-15,4,10103,ITM-1036
3000906,2025-11-03,4,10466,ITM-1108
3000907,2025-05-08,1,10214,ITM-1049
3000908,2025-01-04,4,10084,ITM-1078
3000909,2026-02-15,1,10501,ITM-1029
3000910,2026-03-17,2,10457,ITM-1008
3000911,2024-12-04,5,10292,ITM-1104
3000912,2024-09-16,2,10433,ITM-1039
3000913,2025-08-06,3,10032,ITM-1032
3000914,2024-07-11,1,10236,ITM-1009
3000915,2025-06-10,4,10271,ITM-1045
3000916,2024-04-12,4,10486,ITM-1012
3000917,2024-08-02,4,10318,ITM-1015
3000918,2024-04-08,3,10157,ITM-1003
3000919,2025-02-19,3,10142,ITM-1084
3000920,2026-03-04,1,10455,ITM-1045
3000921,2025-07-20,5,10472,ITM-1061
3000922,2024-05-03,1,10298,ITM-1045
3000923,2024-08-08,4,10471,ITM-1045
3000924,2024-06-27,2,10449,ITM-1102
3000925,2024-07-27,2,10287,ITM-1065
3000926,2024-04-04,2,10136,ITM-1040
3000927,2025-09-19,5,10200,ITM-1040
3000928,2025-06-12,1,10503,ITM-1022
3000929,2025-03-03,3,10014,ITM-1019
3000930,2025-05-20,3,10087,ITM-1060
3000931,2026-02-09,1,10369,ITM-1023
3000932,2024-08-10,3,10478,ITM-1104
3000933,2026-01-03,4,10333,ITM-1031
3000934,2025-06-06,5,10355,ITM-1031
3000935,2025-09-22,3,10353,ITM-1099
3000936,2024-12-31,3,10380,ITM-1060
3000937,2025-04-08,4,10497,ITM-1036
3000938,2025-05-15,5,10384,ITM-1048
3000939,2024-10-01,5,10199,ITM-1021
3000940,2025-04-12,1,10347,ITM-1054
3000941,2025-05-29,1,10470,ITM-1068
3000942,2025-01-01,4,10194,ITM-1006
3000943,2024-04-25,1,10094,ITM-1097
3000944,2026-02-11,3,10087,ITM-1012
3000945,2025-12-08,4,10155,ITM-1067
3000946,2026-02-19,1,10088,ITM-1053
3000947,2024-12-24,3,10086,ITM-1098
3000948,2025-12-24,3,10398,ITM-1023
3000949,2024-12-22,4,10147,ITM-1079
3000950,2025-11-29,3,10093,ITM-1053
3000951,2025-06-04,4,10150,ITM-1034
3000952,2025-03-13,4,10332,ITM-1073
3000953,2024-09-01,3,10340,ITM-1037
3000954,2025-02-08,4,10294,ITM-1080
3000955,2025-10-14,5,10075,ITM-1013
3000956,2025-12-27,4,10335,ITM-1048
3000957,2025-06-03,2,10259,ITM-1013
3000958,2025-06-01,5,10424,ITM-1085
3000959,2026-02-16,2,10168,ITM-1049
3000960,2024-09-24,5,10065,ITM-1071
3000961,2024-07-17,3,10491,ITM-1098
3000962,2025-08-17,1,10381,ITM-1055
3000963,2024-11-02,2,10404,ITM-1007
3000964,2025-12-22,4,10299,ITM-1101
3000965,2025-01-09,4,10353,ITM-1051
3000966,2025-11-02,2,10439,ITM-1094
3000967,2025-05-01,2,10283,ITM-1099
3000968,2025-06-17,5,10107,ITM-1091
3000969,2024-09-10,1,10402,ITM-1086
3000970,2024-07-13,1,10116,ITM-1059
3000971,2024-12-07,2,10023,ITM-1105
3000972,2025-08-07,4,10358,ITM-1004
3000973,2025-06-02,2,10274,ITM-1055
3000974,2025-05-20,5,10091,ITM-1017
3000975,2024-04-02,3,10268,ITM-1073
3000976,2025-01-25,3,10105,ITM-1003
3000977,2025-08-29,3,10383,ITM-1030
3000978,2025-12-18,4,10191,ITM-1042
3000979,2024-04-15,1,10363,ITM-1069
3000980,2025-03-23,4,10430,ITM-1103
3000981,2024-04-28,4,10387,ITM-1085
3000982,2024-04-19,3,10032,ITM-1058
3000983,2026-03-13,5,10106,ITM-1074
3000984,2024-11-04,3,10148,ITM-1082
3000985,2025-06-02,1,10461,ITM-1047
3000986,2024-04-05,1,10398,ITM-1019
3000987,2025-04-16,2,10064,ITM-1002
3000988,2024-06-20,5,10327,ITM-1015
3000989,2024-06-01,4,10154,ITM-1038
3000990,2025-01-31,2,10358,ITM-1089
3000991,2025-07-29,5,10450,ITM-1005
3000992,2025-01-08,1,10348,ITM-1073
3000993,2025-05-19,3,10030,ITM-1049
3000994,2025-12-24,5,10478,ITM-1003
3000995,2024-03-31,5,10258,ITM-1029
3000996,2025-08-05,5,10196,ITM-1088
3000997,2025-08-10,1,10265,ITM-1107
3000998,2024-05-16,2,10304,ITM-1066
3000999,2024-05-05,3,10350,ITM-1095
3001000,2024-10-31,3,10270,ITM-1066
3001001,2025-04-20,3,10107,ITM-1069
3001002,2024-12-20,4,10506,ITM-1070
3001003,2026-01-21,3,10086,ITM-1008
3001004,2024-12-11,4,10421,ITM-1035
3001005,2026-02-13,1,10469,ITM-1083
3001006,2026-01-04,1,10152,ITM-1002
3001007,2024-10-28,1,10033,ITM-1024
3001008,2024-10-29,4,10177,ITM-1067
3001009,2024-03-23,4,10057,ITM-1091
3001010,2025-09-28,5,10431,ITM-1071
3001011,2025-01-15,5,10378,ITM-1028
3001012,2026-01-28,1,10459,ITM-1070
3001013,2024-11-25,3,10076,ITM-1065
3001014,2024-09-28,1,10505,ITM-1057
3001015,2024-09-25,1,10165,ITM-1035
3001016,2024-04-10,5,10161,ITM-1040
3001017,2024-10-14,2,10250,ITM-1101
3001018,2026-03-11,4,10092,ITM-1026
3001019,2025-01-26,3,10088,ITM-1080
3001020,2024-04-27,4,10319,ITM-1023
3001021,2025-06-04,5,10036,ITM-1101
3001022,2025-01-09,2,10400,ITM-1107
3001023,2024-12-16,2,10085,ITM-1074
3001024,2025-03-03,3,10183,ITM-1089
3001025,2025-09-04,3,10272,ITM-1018
3001026,2024-04-05,4,10162,ITM-1036
3001027,2025-06-09,1,10436,ITM-1101
3001028,2025-02-08,2,10152,ITM-1079
3001029,2024-10-25,3,10154,ITM-1025
3001030,2025-02-19,2,10446,ITM-1075
3001031,2025-08-02,5,10245,ITM-1005
3001032,2026-03-03,3,10364,ITM-1034
3001033,2025-09-07,2,10185,ITM-1058
3001034,2024-03-20,2,10150,ITM-1071
3001035,2026-01-20,1,10427,ITM-1010
3001036,2025-07-19,4,10167,ITM-1035
3001037,2024-10-28,5,10077,ITM-1016
3001038,2024-11-01,4,10096,ITM-1083
3001039,2024-06-10,1,10203,ITM-1054
3001040,2025-02-19,4,10470,ITM-1046
3001041,2025-11-03,3,10042,ITM-1060
3001042,2025-05-19,4,10304,ITM-1070
3001043,2025-06-25,2,10128,ITM-1077
3001044,2025-05-04,4,10366,ITM-1013
3001045,2025-03-25,1,10039,ITM-1078
3001046,2024-12-28,5,10492,ITM-1059
3001047,2025-07-09,3,10461,ITM-1022
3001048,2025-06-23,4,10238,ITM-1090
3001049,2025-12-01,4,10479,ITM-1067
3001050,2025-10-10,3,10445,ITM-1101
3001051,2024-08-21,3,10355,ITM-1103
3001052,2024-03-23,2,10490,ITM-1023
3001053,2025-01-09,3,10257,ITM-1098
3001054,2024-12-28,5,10202,ITM-1082
3001055,2025-09-05,3,10231,ITM-1010
3001056,2025-02-27,3,10253,ITM-1034
3001057,2025-04-27,3,10396,ITM-1080
3001058,2025-04-02,5,10163,ITM-1058
3001059,2025-09-02,3,10059,ITM-1059
3001060,2024-10-27,2,10397,ITM-1045
3001061,2025-09-18,1,10440,ITM-1082
3001062,2025-10-29,1,10175,ITM-1047
3001063,2025-09-06,5,10313,ITM-1064
3001064,2025-03-23,2,10278,ITM-1088
3001065,2025-03-21,5,10328,ITM-1019
3001066,2025-09-23,2,10504,ITM-1106
3001067,2024-11-09,1,10135,ITM-1064
3001068,2024-11-25,1,10281,ITM-1046
3001069,2025-02-26,2,10423,ITM-1079
3001070,2024-12-29,1,10051,ITM-1081
3001071,2025-01-18,1,10496,ITM-1006
3001072,2025-07-16,2,10049,ITM-1085
3001073,2024-07-13,2,10291,ITM-1101
3001074,2024-07-14,5,10211,ITM-1013
3001075,2025-05-25,3,10075,ITM-1084
3001076,2026-01-24,2,10286,ITM-1083
3001077,2025-03-01,1,10325,ITM-1021
3001078,2026-01-06,5,10246,ITM-1077
3001079,2025-07-31,4,10465,ITM-1090
3001080,2024-10-25,1,10024,ITM-1098
3001081,2024-07-11,5,10418,ITM-1050
3001082,2025-12-09,4,10369,ITM-1004
3001083,2025-04-11,2,10466,ITM-1044
3001084,2024-03-29,5,10144,ITM-1008
3001085,2024-12-09,4,10093,ITM-1072
3001086,2024-05-26,1,10085,ITM-1033
3001087,2026-02-02,1,10460,ITM-1105
3001088,2024-06-14,1,10461,ITM-1081
3001089,2025-01-18,4,10291,ITM-1009
3001090,2025-09-15,5,10468,ITM-1080
3001091,2024-05-02,4,10410,ITM-1078
3001092,2024-05-11,1,10168,ITM-1012
3001093,2025-02-22,5,10301,ITM-1003
3001094,2025-06-21,3,10343,ITM-1055
3001095,2025-11-10,4,10018,ITM-1105
3001096,2025-05-18,2,10285,ITM-1103
3001097,2025-06-30,5,10010,ITM-1090
3001098,2025-07-26,1,10127,ITM-1017
3001099,2026-01-09,4,10353,ITM-1038
3001100,2026-03-10,5,10208,ITM-1108
3001101,2025-02-07,5,10040,ITM-1085
3001102,2025-04-24,1,10471,ITM-1102
3001103,2025-09-18,2,10242,ITM-1022
3001104,2025-10-08,3,10036,ITM-1053
3001105,2025-06-12,2,10484,ITM-1089
3001106,2025-10-04,3,10045,ITM-1046
3001107,2024-07-01,4,10504,ITM-1046
3001108,2025-06-17,2,10127,ITM-1094
3001109,2025-02-14,3,10500,ITM-1099
3001110,2024-11-16,5,10240,ITM-1037
3001111,2025-04-28,5,10337,ITM-1065
3001112,2025-08-30,1,10129,ITM-1050
3001113,2024-03-31,4,10177,ITM-1030
3001114,2024-04-24,5,10405,ITM-1093
3001115,2024-08-02,2,10084,ITM-1012
3001116,2026-03-03,3,10507,ITM-1081
3001117,2024-09-19,4,10030,ITM-1064
3001118,2024-03-30,2,10442,ITM-1008
3001119,2024-04-03,2,10099,ITM-1079
3001120,2025-06-04,3,10284,ITM-1030
3001121,2025-09-28,1,10094,ITM-1036
3001122,2025-08-04,4,10358,ITM-1106
3001123,2024-04-06,1,10392,ITM-1023
3001124,2024-10-18,3,10323,ITM-1073
3001125,2025-08-04,3,10142,ITM-1079
3001126,2025-02-27,5,10145,ITM-1023
3001127,2024-06-05,1,10422,ITM-1091
3001128,2025-12-25,4,10346,ITM-1086
3001129,2025-03-09,3,10035,ITM-1038
3001130,2025-06-21,4,10141,ITM-1025
3001131,2025-07-19,4,10053,ITM-1060
3001132,2026-03-17,2,10197,ITM-1080
3001133,2024-09-24,3,10096,ITM-1019
3001134,2025-12-19,2,10293,ITM-1095
3001135,2026-03-01,5,10205,ITM-1040
3001136,2025-09-06,3,10427,ITM-1003
3001137,2025-06-13,4,10178,ITM-1049
3001138,2025-03-06,4,10021,ITM-1076
3001139,2025-08-31,3,10378,ITM-1071
3001140,2026-01-02,2,10040,ITM-1009
3001141,2024-12-10,1,10420,ITM-1012
3001142,2024-12-20,2,10299,ITM-1052
3001143,2025-02-22,2,10042,ITM-1052
3001144,2025-09-27,1,10324,ITM-1058
3001145,2024-06-21,2,10337,ITM-1033
3001146,2025-01-24,1,10027,ITM-1069
3001147,2025-05-23,1,10111,ITM-1020
3001148,2025-09-23,1,10088,ITM-1108
3001149,2026-02-21,1,10091,ITM-1053
3001150,2025-11-30,3,10092,ITM-1051
3001151,2024-12-01,2,10177,ITM-1034
3001152,2025-05-10,2,10356,ITM-1038
3001153,2025-01-27,2,10060,ITM-1078
3001154,2024-11-26,2,10111,ITM-1096
3001155,2024-07-20,1,10116,ITM-1072
3001156,2025-04-27,4,10162,ITM-1064
3001157,2024-12-01,3,10175,ITM-1109
3001158,2026-01-09,1,10163,ITM-1083
3001159,2025-04-10,5,10484,ITM-1106
3001160,2025-01-20,4,10343,ITM-1106
3001161,2025-11-28,5,10157,ITM-1062
3001162,2024-07-30,2,10241,ITM-1073
3001163,2024-04-29,3,10468,ITM-1030
3001164,2024-05-22,2,10420,ITM-1042
3001165,2025-10-12,3,10418,ITM-1040
3001166,2024-07-01,2,10204,ITM-1032
3001167,2025-04-19,3,10271,ITM-1044
3001168,2025-10-14,3,10062,ITM-1045
3001169,2024-11-23,5,10162,ITM-1076
3001170,2024-04-07,3,10389,ITM-1078
3001171,2024-09-30,4,10453,ITM-1018
3001172,2025-04-09,1,10234,ITM-1045
3001173,2025-05-21,1,10229,ITM-1003
3001174,2025-04-22,2,10180,ITM-1042
3001175,2024-11-18,4,10122,ITM-1043
3001176,2024-11-15,3,10354,ITM-1081
3001177,2025-03-30,3,10274,ITM-1102
3001178,2025-11-10,5,10432,ITM-1014
3001179,2024-10-27,3,10252,ITM-1030
3001180,2025-03-04,1,10424,ITM-1097
3001181,2026-01-10,5,10022,ITM-1101
3001182,2025-11-04,5,10457,ITM-1036
3001183,2026-02-13,5,10036,ITM-1016
3001184,2025-10-21,4,10044,ITM-1109
3001185,2025-05-10,2,10339,ITM-1052
3001186,2024-10-12,4,10160,ITM-1001
3001187,2026-01-02,1,10419,ITM-1035
3001188,2025-10-07,2,10358,ITM-1090
3001189,2024-07-11,2,10304,ITM-1096
3001190,2024-08-25,4,10286,ITM-1030
3001191,2024-03-25,2,10060,ITM-1038
3001192,2026-02-18,5,10397,ITM-1062
3001193,2025-09-01,2,10199,ITM-1058
3001194,2025-01-20,3,10008,ITM-1075
3001195,2024-08-28,5,10328,ITM-1062
3001196,2025-09-06,3,10053,ITM-1073
3001197,2025-08-12,5,10082,ITM-1055
3001198,2024-08-13,2,10047,ITM-1028
3001199,2024-09-02,4,10078,ITM-1024
3001200,2024-03-24,2,10173,ITM-1068
3001201,2024-09-14,4,10252,ITM-1043
3001202,2025-04-02,1,10411,ITM-1034
3001203,2026-02-03,2,10301,ITM-1072
3001204,2024-07-06,2,10304,ITM-1055
3001205,2025-07-12,2,10084,ITM-1043
3001206,2025-06-10,3,10441,ITM-1000
3001207,2025-10-27,4,10058,ITM-1016
3001208,2025-08-20,5,10494,ITM-1062
3001209,2025-01-20,2,10061,ITM-1063
3001210,2024-11-07,2,10480,ITM-1047
3001211,2025-08-19,1,10478,ITM-1035
3001212,2024-03-24,3,10416,ITM-1016
